month,sales_mkwh,state,sector,consumers,price,revenue,use_per_capita,region,cooling_days,heating_days,COM,RES,time,year,mon,season,date,num_days,num_hols,pct_weekdays,y,hot,cold,wind
201008,5582.1128,NY,RES,6959353.0,19.35,108013.88268000001,802.1022643915318,MAC,242.14283146,5.6583691621,0,1,32,2010,8,summer,2010-08-01,31,9,0.7096774193548387,25.87426659327522,0.0,0.0,9.0
201007,5659.2416,NY,RES,6957912.0,20.11,113807.348576,813.3534313167513,MAC,339.21441466,0.78493712016,0,1,31,2010,7,summer,2010-07-01,31,10,0.6774193548387097,26.23720746183069,9.0,0.0,18.0
201006,4214.01054,NY,RES,6951068.0,19.41,81793.9445814,606.2392915736115,MAC,187.04939473,13.376529572,0,1,30,2010,6,summer,2010-06-01,30,8,0.7333333333333334,20.20797638578705,0.0,0.0,17.0
201005,3409.43041,NY,RES,6948495.0,19.21,65495.158176100005,490.6717800041592,MAC,44.280741422,138.13083866,0,1,29,2010,5,spring,2010-05-01,31,11,0.6451612903225806,15.828121935618038,0.0,13.0,11.0
201004,3346.92784,NY,RES,6949843.0,18.92,63323.8747328,481.58323000965635,MAC,0.43019460309,350.35495524,0,1,28,2010,4,spring,2010-04-01,30,8,0.7333333333333334,16.05277433365521,0.0,11.0,1.0
201003,3914.83556,NY,RES,6954191.0,17.55,68705.364078,562.9462233637241,MAC,0.0,665.16238159,0,1,27,2010,3,spring,2010-03-01,31,8,0.7419354838709677,18.159555592378197,0.0,2.0,1.0
201002,4110.00612,NY,RES,6924920.0,18.05,74185.610466,593.5095452366237,MAC,0.0,1013.704342,0,1,26,2010,2,winter,2010-02-01,28,9,0.6785714285714286,21.19676947273656,0.0,25.0,1.0
201001,4669.20142,NY,RES,6932538.0,17.3,80777.18456600001,673.5197729893439,MAC,0.0,1148.5292671,0,1,25,2010,1,winter,2010-01-01,31,12,0.6129032258064516,21.726444289978836,0.0,28.0,2.0
200912,4249.30196,NY,RES,6939350.0,17.51,74405.2773196,612.348701247235,MAC,0.0,1043.049796,0,1,24,2009,12,winter,2009-12-01,31,9,0.7096774193548387,19.75318391120113,0.0,33.0,4.0
200911,3564.89398,NY,RES,6918595.0,16.82,59961.5167436,515.262705795035,MAC,0.0,546.58296527,0,1,23,2009,11,fall,2009-11-01,30,11,0.6333333333333333,17.175423526501167,0.0,0.0,2.0
200910,3623.61264,NY,RES,6924438.0,18.17,65841.0416688,523.3078323468272,MAC,0.64513372074,440.87928391,0,1,22,2009,10,fall,2009-10-01,31,10,0.6774193548387097,16.88089781763959,0.0,2.0,2.0
200909,4162.9077,NY,RES,6915728.0,18.78,78179.406606,601.9478643463132,MAC,37.580674962,108.48905621,0,1,21,2009,9,fall,2009-09-01,30,9,0.7,20.064928811543773,0.0,0.0,4.0
200908,4947.39522,NY,RES,6913494.0,18.19,89993.11905180001,715.6143073241982,MAC,237.22200537,6.7539398414,0,1,20,2009,8,summer,2009-08-01,31,10,0.6774193548387097,23.084332494328972,0.0,0.0,19.0
200907,4305.00216,NY,RES,6914705.0,18.65,80288.29028399999,622.5865253832231,MAC,153.95973023,16.870960506,0,1,19,2009,7,summer,2009-07-01,31,9,0.7096774193548387,20.083436302684618,0.0,0.0,19.0
200906,3544.2388,NY,RES,6909772.0,18.21,64540.58854800001,512.9313673446823,MAC,72.99438739,49.678176938,0,1,18,2009,6,summer,2009-06-01,30,8,0.7333333333333334,17.09771224482274,0.0,1.0,7.0
200905,3471.60892,NY,RES,6908747.0,16.87,58566.04248040001,502.4947244413495,MAC,21.03750687,204.01462179,0,1,17,2009,5,spring,2009-05-01,31,11,0.6451612903225806,16.209507240043532,0.0,5.0,9.0
200904,3509.99653,NY,RES,6912629.0,16.5,57914.942745,507.76579069989145,MAC,0.0,443.78397516,0,1,16,2009,4,spring,2009-04-01,30,8,0.7333333333333334,16.92552635666305,0.0,6.0,1.0
200903,3966.61644,NY,RES,6915351.0,16.39,65012.8434516,573.5958218172874,MAC,0.0,821.62953979,0,1,15,2009,3,spring,2009-03-01,31,9,0.7096774193548387,18.50309102636411,0.0,5.0,1.0
200902,4139.96898,NY,RES,6911839.0,16.75,69344.480415,598.9677971376358,MAC,0.0,937.13448687,0,1,14,2009,2,winter,2009-02-01,28,9,0.6785714285714286,21.39170704062985,0.0,12.0,4.0
200901,4760.29767,NY,RES,6912297.0,16.86,80258.6187162,688.670881763327,MAC,0.0,1305.3687847,0,1,13,2009,1,winter,2009-01-01,31,11,0.6451612903225806,22.21518973430087,0.0,46.0,0.0
200812,4274.71153,NY,RES,6914618.0,16.63,71088.4527439,618.2136930774773,MAC,0.0,985.40897006,0,1,12,2008,12,winter,2008-12-01,31,9,0.7096774193548387,19.942377196047655,0.0,48.0,16.0
200811,3546.39821,NY,RES,6905429.0,16.97,60182.37762369999,513.566674858289,MAC,0.0,710.74635774,0,1,11,2008,11,fall,2008-11-01,30,12,0.6,17.118889161942967,0.0,26.0,1.0
200810,3618.47568,NY,RES,6901716.0,17.58,63612.80245439999,524.2863774748193,MAC,0.64478459504,435.06591808,0,1,10,2008,10,fall,2008-10-01,31,9,0.7096774193548387,16.9124637895103,0.0,10.0,3.0
200809,4274.67092,NY,RES,6899495.0,19.5,83356.08294,619.5628694563877,MAC,71.277972487,66.440382828,0,1,9,2008,9,fall,2008-09-01,30,9,0.7,20.652095648546258,0.0,0.0,8.0
200808,4972.70966,NY,RES,6900228.0,20.93,104078.81318380001,720.6587463486713,MAC,145.16890034,22.864547524,0,1,8,2008,8,summer,2008-08-01,31,10,0.6774193548387097,23.24705633382811,0.0,0.0,12.0
200807,5072.55492,NY,RES,6896470.0,19.75,100182.95967,735.5291794207761,MAC,267.82966875,3.140358129,0,1,7,2008,7,summer,2008-07-01,31,9,0.7096774193548387,23.726747723250842,0.0,0.0,14.0
200806,4088.49649,NY,RES,6890171.0,19.41,79357.7168709,593.3809901089537,MAC,175.78504028,10.206293319,0,1,6,2008,6,summer,2008-06-01,30,9,0.7,19.779366336965122,2.0,0.0,26.0
200805,3275.64215,NY,RES,6897967.0,18.74,61385.533891,474.87066116726857,MAC,5.6822645978,295.25249243,0,1,5,2008,5,spring,2008-05-01,31,10,0.6774193548387097,15.318408424750599,0.0,6.0,3.0
200804,3442.15406,NY,RES,6892076.0,18.05,62130.880783,499.436462975742,MAC,0.0,403.75576603,0,1,4,2008,4,spring,2008-04-01,30,8,0.7333333333333334,16.6478820991914,0.0,2.0,4.0
200803,3953.30261,NY,RES,6889122.0,16.93,66929.4131873,573.8470896581596,MAC,0.0,848.18143677,0,1,3,2008,3,spring,2008-03-01,31,10,0.6774193548387097,18.511196440585792,0.0,28.0,4.0
200802,4068.43236,NY,RES,6885544.0,17.32,70465.2484752,590.8657848965892,MAC,0.0,959.08196373,0,1,2,2008,2,winter,2008-02-01,29,9,0.6896551724137931,20.37468223781342,0.0,51.0,1.0
200801,4446.40141,NY,RES,6892202.0,16.87,75010.7917867,645.1350976074119,MAC,0.0,1043.4117212,0,1,1,2008,1,winter,2008-01-01,31,10,0.6774193548387097,20.810809600239093,0.0,28.0,10.0
202105,4989.14923,NY,COM,1166921.0,15.63,77980.4024649,4275.481570731866,MAC,18.16798528,215.24511268,1,0,161,2021,5,spring,2021-05-01,31,11,0.6451612903225806,137.91876034618923,0.0,3.230769230769231,7.384615384615385
202104,5098.38488,NY,COM,1166140.0,15.85,80809.400348,4372.01783662339,MAC,0.0,441.96009681,1,0,160,2021,4,spring,2021-04-01,30,8,0.7333333333333334,145.73392788744636,0.0,3.0,3.0
202103,5469.63941,NY,COM,1167200.0,14.97,81880.5019677,4686.120125085675,MAC,0.0,734.10372025,1,0,159,2021,3,spring,2021-03-01,31,8,0.7419354838709677,151.16516532534436,0.0,0.0,20.0
202102,5693.33698,NY,COM,1160346.0,15.16,86310.98861680001,4906.585604638616,MAC,0.0,1015.3847204,1,0,158,2021,2,winter,2021-02-01,28,9,0.6785714285714286,175.23520016566485,0.0,35.0,0.0
202101,5809.65527,NY,COM,1161861.0,14.09,81858.0427543,5000.301473239914,MAC,0.0,1066.1909525,1,0,157,2021,1,winter,2021-01-01,31,12,0.6129032258064516,161.3000475238682,0.0,34.0,1.0
202012,5604.19196,NY,COM,1164592.0,14.01,78514.7293596,4812.15048703752,MAC,0.0,944.54426762,1,0,156,2020,12,winter,2020-12-01,31,9,0.7096774193548387,155.23066087217808,0.0,16.0,1.0
202011,5204.78519,NY,COM,1158227.0,14.75,76770.58155249999,4493.752252365037,MAC,0.0,546.05901782,1,0,155,2020,11,fall,2020-11-01,30,11,0.6333333333333333,149.79174174550124,0.0,4.0,7.0
202010,5328.03157,NY,COM,1156004.0,15.3,81518.883021,4609.007901356743,MAC,4.3962735059,337.72941933,1,0,154,2020,10,fall,2020-10-01,31,10,0.6774193548387097,148.67767423731428,0.0,2.0,5.0
202009,5999.08354,NY,COM,1151639.0,15.98,95865.3549692,5209.17018267009,MAC,59.089613797,80.933746682,1,0,153,2020,9,fall,2020-09-01,30,9,0.7,173.639006089003,0.0,2.0,1.0
202008,6522.22354,NY,COM,1145722.0,15.8,103051.131932,5692.675483232407,MAC,261.49050163,4.0754355882,1,0,152,2020,8,summer,2020-08-01,31,10,0.6774193548387097,183.634693007497,0.0,0.0,24.0
202007,6635.15065,NY,COM,1142529.0,15.81,104901.73177649999,5807.424275445087,MAC,363.33258424,0.0,1,0,151,2020,7,summer,2020-07-01,31,9,0.7096774193548387,187.33626694984153,7.0,0.0,19.0
202006,5530.17548,NY,COM,1139780.0,15.67,86657.8497716,4851.967467405991,MAC,145.46146159,17.788184641,1,0,150,2020,6,summer,2020-06-01,30,8,0.7333333333333334,161.73224891353303,6.0,0.0,13.0
202005,4777.36589,NY,COM,1135267.0,13.86,66214.2912354,4208.1430095299165,MAC,11.482180101,251.19352344,1,0,149,2020,5,spring,2020-05-01,31,11,0.6451612903225806,135.74654869451345,0.0,9.0,9.0
202004,5223.57859,NY,COM,1134395.0,13.23,69107.9447457,4604.726387193174,MAC,0.0,568.03895516,1,0,148,2020,4,spring,2020-04-01,30,8,0.7333333333333334,153.4908795731058,0.0,4.0,7.0
202003,5722.90044,NY,COM,1133894.0,13.32,76229.0338608,5047.121194750127,MAC,0.0,669.78557253,1,0,147,2020,3,spring,2020-03-01,31,9,0.7096774193548387,162.81036112097183,0.0,3.0,5.0
202002,5875.38286,NY,COM,1132176.0,13.2,77555.05375199999,5189.460702222976,MAC,0.0,842.28557513,1,0,146,2020,2,winter,2020-02-01,29,10,0.6551724137931034,178.94692076630952,0.0,21.0,2.0
202001,6201.30597,NY,COM,1132558.0,13.11,81299.1212667,5475.486438663627,MAC,0.0,958.33260573,1,0,145,2020,1,winter,2020-01-01,31,10,0.6774193548387097,176.6285947956009,0.0,15.0,4.0
201912,6194.65574,NY,COM,1130535.0,13.37,82822.5472438,5479.401999938083,MAC,0.0,972.1445637,1,0,144,2019,12,winter,2019-12-01,31,10,0.6774193548387097,176.75490322380912,0.0,24.0,1.0
201911,5744.01638,NY,COM,1127408.0,13.44,77199.5801472,5094.887015171083,MAC,0.0,790.31936866,1,0,143,2019,11,fall,2019-11-01,30,11,0.6333333333333333,169.82956717236942,0.0,9.0,4.0
201910,6002.5743,NY,COM,1125877.0,14.6,87637.58478,5331.465426507513,MAC,7.9354916761,302.65646824,1,0,142,2019,10,fall,2019-10-01,31,9,0.7096774193548387,171.98275569379075,0.0,1.0,11.0
201909,6651.88882,NY,COM,1125210.0,15.71,104501.1733622,5911.686547400041,MAC,87.830049472,57.525622619,1,0,141,2019,9,fall,2019-09-01,30,10,0.6666666666666667,197.056218246668,0.0,0.0,6.0
201908,7273.39183,NY,COM,1125230.0,15.24,110846.4914892,6463.915670574016,MAC,218.04805038,9.7284327139,1,0,140,2019,8,summer,2019-08-01,31,9,0.7096774193548387,208.51340872819407,1.0,0.0,30.0
201907,7155.92972,NY,COM,1122888.0,15.27,109271.0468244,6372.790269376821,MAC,325.22838532,0.78383340417,1,0,139,2019,7,summer,2019-07-01,31,9,0.7096774193548387,205.5738796573168,2.0,0.0,23.0
201906,6142.61863,NY,COM,1122927.0,14.82,91033.6080966,5470.185176774626,MAC,112.0379134,32.164232103,1,0,138,2019,6,summer,2019-06-01,30,10,0.6666666666666667,182.33950589248752,0.0,0.0,10.0
201905,5741.73613,NY,COM,1117894.0,13.37,76767.0120581,5136.2080215118785,MAC,31.381788259,188.48539717,1,0,137,2019,5,spring,2019-05-01,31,9,0.7096774193548387,165.68412972618964,0.0,0.0,8.0
201904,5660.75972,NY,COM,1115860.0,13.13,74325.7751236,5073.0017385693545,MAC,0.43201136191,413.31288114,1,0,136,2019,4,spring,2019-04-01,30,8,0.7333333333333334,169.10005795231183,0.0,1.0,4.0
201903,5984.97401,NY,COM,1115057.0,12.93,77385.7139493,5367.415307020179,MAC,0.0,890.37512666,1,0,135,2019,3,spring,2019-03-01,31,10,0.6774193548387097,173.14242925871545,0.0,19.0,2.0
201902,6250.57793,NY,COM,1112916.0,13.14,82132.59400020001,5616.396861937469,MAC,0.0,941.54277682,1,0,134,2019,2,winter,2019-02-01,28,9,0.6785714285714286,200.58560221205246,0.0,20.0,6.0
201901,6287.69679,NY,COM,1111423.0,13.0,81740.05827,5657.339095915777,MAC,0.0,1153.2215454,1,0,133,2019,1,winter,2019-01-01,31,10,0.6774193548387097,182.49480954567022,0.0,35.0,8.0
201812,6203.15949,NY,COM,1109472.0,13.12,81385.4525088,5591.091519209137,MAC,0.0,929.36137034,1,0,132,2018,12,winter,2018-12-01,31,11,0.6451612903225806,180.35779094223022,0.0,3.0,3.0
201811,5859.52247,NY,COM,1106240.0,13.77,80685.62441189999,5296.791356306046,MAC,0.0,766.11888924,1,0,131,2018,11,fall,2018-11-01,30,10,0.6666666666666667,176.5597118768682,0.0,21.0,8.0
201810,6303.48157,NY,COM,1110514.0,14.96,94300.0842872,5676.183794170987,MAC,3.700385838,354.89595143,1,0,130,2018,10,fall,2018-10-01,31,9,0.7096774193548387,183.10270303777378,0.0,1.0,4.0
201809,7071.50617,NY,COM,1110189.0,16.05,113497.6740285,6369.6417186623175,MAC,121.41767378,33.662257418,1,0,129,2018,9,fall,2018-09-01,30,11,0.6333333333333333,212.32139062207725,4.0,0.0,6.0
201808,7423.01922,NY,COM,1109183.0,15.5,115056.79791000001,6692.330499115114,MAC,297.49292898,2.3528983663,1,0,128,2018,8,summer,2018-08-01,31,8,0.7419354838709677,215.88162900371336,2.0,0.0,19.0
201807,7219.57022,NY,COM,1108245.0,16.02,115657.51492439999,6514.417137004904,MAC,286.84883381,0.78433846409,1,0,127,2018,7,summer,2018-07-01,31,10,0.6774193548387097,210.1424882904808,11.0,0.0,13.0
201806,6413.2821,NY,COM,1106578.0,15.09,96776.42688900001,5795.598773877666,MAC,110.65473143,28.751874242,1,0,126,2018,6,summer,2018-06-01,30,9,0.7,193.1866257959222,2.0,0.0,13.0
201805,5799.64844,NY,COM,1106289.0,13.69,79397.1871436,5242.435240701118,MAC,65.037250454,108.04064274,1,0,125,2018,5,spring,2018-05-01,31,9,0.7096774193548387,169.1108142161651,0.0,0.0,9.0
201804,5808.98565,NY,COM,1105148.0,13.34,77491.868571,5256.296577471977,MAC,0.0,617.79883581,1,0,124,2018,4,spring,2018-04-01,30,9,0.7,175.20988591573257,0.0,4.0,7.0
201803,6001.52766,NY,COM,1104291.0,13.36,80180.40953759999,5434.73383374491,MAC,0.0,913.40232713,1,0,123,2018,3,spring,2018-03-01,31,9,0.7096774193548387,175.3139946369326,0.0,31.0,1.0
201802,6137.07239,NY,COM,1102317.0,13.69,84016.52101910001,5567.429686741654,MAC,0.0,812.5569065,1,0,122,2018,2,winter,2018-02-01,28,9,0.6785714285714286,198.83677452648766,0.0,12.0,0.0
201801,6504.68765,NY,COM,1101260.0,14.51,94383.0178015,5906.586682527287,MAC,0.0,1216.1396869,1,0,121,2018,1,winter,2018-01-01,31,10,0.6774193548387097,190.53505427507378,0.0,30.0,1.0
201712,6180.65538,NY,COM,1099641.0,13.46,83191.62141480001,5620.611981546705,MAC,0.0,1086.5319087,1,0,120,2017,12,winter,2017-12-01,31,11,0.6451612903225806,181.31006392086144,0.0,41.0,1.0
201711,6027.44782,NY,COM,1096992.0,13.91,83841.7991762,5494.523041188997,MAC,0.0,698.89193496,1,0,119,2017,11,fall,2017-11-01,30,10,0.6666666666666667,183.15076803963322,0.0,4.0,3.0
201710,6327.17226,NY,COM,1095302.0,15.02,95034.1273452,5776.646313071646,MAC,21.577397368,214.99976322,1,0,118,2017,10,fall,2017-10-01,31,10,0.6774193548387097,186.34342945392405,0.0,0.0,11.0
201709,6637.87688,NY,COM,1093289.0,16.13,107068.9540744,6071.475044567356,MAC,86.937512155,52.544487583,1,0,117,2017,9,fall,2017-09-01,30,10,0.6666666666666667,202.38250148557853,0.0,0.0,5.0
201708,7049.52263,NY,COM,1092549.0,15.95,112439.8859485,6452.362896309456,MAC,162.09110179,17.699450401,1,0,116,2017,8,summer,2017-08-01,31,8,0.7419354838709677,208.14073859062762,1.0,0.0,14.0
201707,7141.02037,NY,COM,1091746.0,16.1,114970.427957,6540.9173653945145,MAC,250.93910584,3.3029915723,1,0,115,2017,7,summer,2017-07-01,31,11,0.6451612903225806,210.99733436756497,1.0,0.0,16.0
201706,6324.95743,NY,COM,1090759.0,15.96,100946.3205828,5798.675445263344,MAC,122.51276403,24.920542034,1,0,114,2017,6,summer,2017-06-01,30,8,0.7333333333333334,193.28918150877814,0.0,0.0,12.0
201705,5606.70025,NY,COM,1085086.0,14.54,81521.42163499999,5167.056113524643,MAC,14.34767823,233.02051974,1,0,113,2017,5,spring,2017-05-01,31,9,0.7096774193548387,166.67922946853685,0.0,4.0,9.0
201704,5663.54887,NY,COM,1084568.0,13.78,78043.7034286,5221.939859925796,MAC,2.1955865381,341.18920271,1,0,112,2017,4,spring,2017-04-01,30,10,0.6666666666666667,174.0646619975265,0.0,1.0,4.0
201703,5767.65737,NY,COM,1085278.0,14.2,81900.734654,5314.451569091053,MAC,0.0,908.48168447,1,0,111,2017,3,spring,2017-03-01,31,8,0.7419354838709677,171.43392158358236,0.0,13.0,13.0
201702,6248.33367,NY,COM,1081955.0,13.42,83852.6378514,5775.040246590663,MAC,0.0,779.58784911,1,0,110,2017,2,winter,2017-02-01,28,9,0.6785714285714286,206.25143737823797,0.0,31.0,5.0
201701,6358.59209,NY,COM,1081479.0,13.88,88257.25820920001,5879.533573929776,MAC,0.0,971.34212771,1,0,109,2017,1,winter,2017-01-01,31,11,0.6451612903225806,189.6623733525734,0.0,19.0,8.0
201612,6146.36853,NY,COM,1079163.0,13.75,84512.5672875,5695.495981607968,MAC,0.0,974.72868082,1,0,108,2016,12,winter,2016-12-01,31,10,0.6774193548387097,183.72567682606348,0.0,25.0,1.0
201611,5848.51007,NY,COM,1076795.0,13.99,81820.6558793,5431.405299987463,MAC,0.0,608.93230747,1,0,107,2016,11,fall,2016-11-01,30,10,0.6666666666666667,181.04684333291544,0.0,11.0,1.0
201610,6145.48869,NY,COM,1074077.0,14.85,91260.5070465,5721.646297239397,MAC,5.5745485769,316.02564299,1,0,106,2016,10,fall,2016-10-01,31,11,0.6451612903225806,184.56923539481926,0.0,1.0,3.0
201609,7204.13879,NY,COM,1075977.0,15.76,113537.2273304,6695.439391362454,MAC,114.04104034,37.617202132,1,0,105,2016,9,fall,2016-09-01,30,9,0.7,223.18131304541515,0.0,0.0,8.0
201608,7559.33705,NY,COM,1075167.0,15.56,117623.28449800001,7030.849207611469,MAC,311.88015964,1.260299094,1,0,104,2016,8,summer,2016-08-01,31,8,0.7419354838709677,226.80158734230545,3.0,0.0,13.0
201607,7257.73226,NY,COM,1087767.0,15.66,113656.0871916,6672.138665725289,MAC,309.62849075,0.78505749047,1,0,103,2016,7,summer,2016-07-01,31,11,0.6451612903225806,215.23027953952544,0.0,0.0,25.0
201606,6487.5428,NY,COM,1076172.0,15.1,97961.89628,6028.351230100765,MAC,129.23507446,21.911533716,1,0,102,2016,6,summer,2016-06-01,30,8,0.7333333333333334,200.94504100335882,0.0,0.0,7.0
201605,5767.40429,NY,COM,1070712.0,13.57,78263.6762153,5386.5131706752145,MAC,16.981298704,212.96743501,1,0,101,2016,5,spring,2016-05-01,31,10,0.6774193548387097,173.75848937661982,0.0,0.0,4.0
201604,5674.9022,NY,COM,1068449.0,13.77,78143.403294,5311.345885484473,MAC,0.0,514.94082627,1,0,100,2016,4,spring,2016-04-01,30,9,0.7,177.04486284948243,0.0,3.0,2.0
201603,6120.76333,NY,COM,1064371.0,13.54,82875.13548819999,5750.591974039127,MAC,0.0,643.78182932,1,0,99,2016,3,spring,2016-03-01,31,8,0.7419354838709677,185.50296690448798,0.0,0.0,7.0
201602,6054.60698,NY,COM,1064676.0,13.57,82161.01671859999,5686.807047402214,MAC,0.0,901.18311542,1,0,98,2016,2,winter,2016-02-01,29,9,0.6896551724137931,196.0967947380074,0.0,15.0,13.0
201601,6240.17301,NY,COM,1061393.0,13.41,83680.72006410001,5879.229474850503,MAC,0.0,1118.8801892,1,0,97,2016,1,winter,2016-01-01,31,12,0.6129032258064516,189.65256370485494,0.0,26.0,5.0
201512,6130.81084,NY,COM,1060768.0,13.91,85279.5787844,5779.596330206039,MAC,0.8591624372,625.61723993,1,0,96,2015,12,winter,2015-12-01,31,9,0.7096774193548387,186.438591296969,0.0,9.0,1.0
201511,5813.20097,NY,COM,1056076.0,14.04,81617.3416188,5504.5290017006355,MAC,0.0,529.46373884,1,0,95,2015,11,fall,2015-11-01,30,11,0.6333333333333333,183.48430005668786,0.0,0.0,7.0
201510,6169.12205,NY,COM,1059037.0,15.33,94572.6410265,5825.218618424096,MAC,0.85904367472,391.44384679,1,0,94,2015,10,fall,2015-10-01,31,10,0.6774193548387097,187.91027801368054,0.0,1.0,3.0
201509,7158.92221,NY,COM,1054728.0,16.13,115473.41524729998,6787.458197753354,MAC,136.06697341,26.848585069,1,0,93,2015,9,fall,2015-09-01,30,9,0.7,226.24860659177847,0.0,0.0,2.0
201508,7287.37175,NY,COM,1058309.0,15.96,116306.45313000001,6885.863911201738,MAC,229.90134169,8.7814208115,1,0,92,2015,8,summer,2015-08-01,31,10,0.6774193548387097,222.12464229683027,0.0,0.0,7.0
201507,7125.7338,NY,COM,1056826.0,16.2,115436.88755999999,6742.579951666594,MAC,249.88672522,4.4021330581,1,0,91,2015,7,summer,2015-07-01,31,9,0.7096774193548387,217.50257908601915,0.0,0.0,14.0
201506,6458.80922,NY,COM,1056744.0,16.29,105214.0021938,6111.990434769443,MAC,113.98492989,29.675468482,1,0,90,2015,6,summer,2015-06-01,30,8,0.7333333333333334,203.73301449231477,0.0,0.0,13.0
201505,5899.78202,NY,COM,1053029.0,14.51,85605.8371102,5602.677628061525,MAC,72.230440628,99.739624021,1,0,89,2015,5,spring,2015-05-01,31,11,0.6451612903225806,180.73153638908144,0.0,1.0,10.0
201504,5868.8348,NY,COM,1054977.0,14.46,84863.351208,5562.997866304195,MAC,0.0,481.07159635,1,0,88,2015,4,spring,2015-04-01,30,8,0.7333333333333334,185.43326221013982,0.0,0.0,5.0
201503,6388.222,NY,COM,1051623.0,15.81,100997.78982,6074.631307987748,MAC,0.0,1002.1582582,1,0,87,2015,3,spring,2015-03-01,31,9,0.7096774193548387,195.95584864476606,0.0,5.0,1.0
201502,6326.25866,NY,COM,1051816.0,15.73,99512.0487218,6014.605843607627,MAC,0.0,1318.4568878,1,0,86,2015,2,winter,2015-02-01,28,9,0.6785714285714286,214.80735155741527,0.0,71.0,1.0
201501,6378.5567,NY,COM,1047597.0,14.68,93637.212356,6088.7504450661845,MAC,0.0,1259.565329,1,0,85,2015,1,winter,2015-01-01,31,11,0.6451612903225806,196.41130467955435,0.0,42.0,4.0
201412,6304.6698,NY,COM,1052354.0,14.89,93876.533322,5991.01614095637,MAC,0.0,896.72763612,1,0,84,2014,12,winter,2014-12-01,31,9,0.7096774193548387,193.25858519214097,0.0,15.0,3.0
201411,5873.75515,NY,COM,1045355.0,15.29,89809.71624349999,5618.90950920979,MAC,0.0,757.65083877,1,0,83,2014,11,fall,2014-11-01,30,12,0.6,187.29698364032632,0.0,23.0,4.0
201410,6134.2772,NY,COM,1047381.0,15.84,97166.95084800001,5856.777237700512,MAC,5.502599768,311.48191315,1,0,82,2014,10,fall,2014-10-01,31,9,0.7096774193548387,188.9282979903391,0.0,2.0,2.0
201409,6883.52266,NY,COM,1043738.0,16.82,115780.8511412,6595.067593591495,MAC,64.797732391,73.984579019,1,0,81,2014,9,fall,2014-09-01,30,9,0.7,219.83558645304984,0.0,1.0,4.0
201408,6941.49477,NY,COM,1046809.0,16.37,113632.2693849,6631.099627534727,MAC,150.10686864,19.494485439,1,0,80,2014,8,summer,2014-08-01,31,10,0.6774193548387097,213.90643959789443,0.0,0.0,6.0
201407,7175.5311,NY,COM,1044037.0,16.78,120405.411858,6872.8705017159355,MAC,218.52340126,6.5924737928,1,0,79,2014,7,summer,2014-07-01,31,9,0.7096774193548387,221.70550005535276,0.0,0.0,25.0
201406,6355.47495,NY,COM,1045107.0,16.4,104229.78917999999,6081.171545114519,MAC,130.92811842,19.849423326,1,0,78,2014,6,summer,2014-06-01,30,9,0.7,202.70571817048398,0.0,0.0,6.0
201405,5921.94387,NY,COM,1044616.0,15.05,89125.25524350001,5669.015092627339,MAC,26.078842931,179.14150325,1,0,77,2014,5,spring,2014-05-01,31,10,0.6774193548387097,182.87145460088192,0.0,0.0,6.0
201404,5894.03256,NY,COM,1043964.0,14.91,87880.02546959999,5645.819740910606,MAC,0.0,504.98263783,1,0,76,2014,4,spring,2014-04-01,30,8,0.7333333333333334,188.19399136368688,0.0,0.0,2.0
201403,6231.00096,NY,COM,1042540.0,16.84,104930.0561664,5976.750014387937,MAC,0.0,1027.0112823,1,0,75,2014,3,spring,2014-03-01,31,10,0.6774193548387097,192.7983875609012,0.0,15.0,1.0
201402,6390.26468,NY,COM,1044401.0,17.48,111701.8266064,6118.593030837772,MAC,0.0,1104.3369275,1,0,74,2014,2,winter,2014-02-01,28,9,0.6785714285714286,218.52117967277758,0.0,30.0,0.0
201401,6434.84533,NY,COM,1046480.0,16.4,105531.463412,6149.038041816375,MAC,0.0,1305.5934276,1,0,73,2014,1,winter,2014-01-01,31,10,0.6774193548387097,198.35606586504434,0.0,38.0,1.0
201312,6280.51189,NY,COM,1042307.0,14.45,90753.3968105,6025.587365334782,MAC,0.0,1002.8572383,1,0,72,2013,12,winter,2013-12-01,31,10,0.6774193548387097,194.37378597854135,0.0,33.0,0.0
201311,5866.0672,NY,COM,1039922.0,13.76,80717.084672,5640.8722961914455,MAC,0.0,748.44456686,1,0,71,2013,11,fall,2013-11-01,30,11,0.6333333333333333,188.02907653971485,0.0,7.0,12.0
201310,6126.68286,NY,COM,1042430.0,15.36,94105.8487296,5877.308653818482,MAC,5.6462501893,315.40421687,1,0,70,2013,10,fall,2013-10-01,31,9,0.7096774193548387,189.59060173608006,0.0,3.0,3.0
201309,6864.58373,NY,COM,1040207.0,16.62,114089.38159260001,6599.247774721762,MAC,36.128907555,111.1000297,1,0,69,2013,9,fall,2013-09-01,30,10,0.6666666666666667,219.97492582405872,1.0,1.0,5.0
201308,7300.00996,NY,COM,1042353.0,16.38,119574.1631448,7003.395164593952,MAC,158.77680778,17.089845015,1,0,68,2013,8,summer,2013-08-01,31,9,0.7096774193548387,225.9159730514178,1.0,0.0,5.0
201307,7350.69881,NY,COM,1043936.0,16.75,123124.20506749999,7041.330895763725,MAC,325.71497619,0.78534151447,1,0,67,2013,7,summer,2013-07-01,31,9,0.7096774193548387,227.13970631495886,6.0,0.0,17.0
