month,sales_mkwh,state,sector,consumers,price,revenue,use_per_capita,region,cooling_days,heating_days,COM,RES,time,year,mon,season,date,num_days,num_hols,pct_weekdays,y,hot,cold,wind
202105,2191.98207,AL,RES,2299125.0,13.54,29679.437227799997,953.3983885173708,ESC,109.41960715,81.650517691,0,1,161,2021,5,spring,2021-05-01,31,11,0.6451612903225806,30.7547867263668,0.15384615384615385,0.0,6.3076923076923075
202104,1978.04896,AL,RES,2294478.0,13.73,27158.6122208,862.0910551332373,ESC,17.744106362,232.58156216,0,1,160,2021,4,spring,2021-04-01,30,8,0.7333333333333334,28.736368504441245,0.0,3.0,5.0
202103,2321.97408,AL,RES,2295326.0,13.35,30998.353968,1011.6097146984786,ESC,33.840873047,339.10445328,0,1,159,2021,3,spring,2021-03-01,31,8,0.7419354838709677,32.632571441886405,0.0,0.0,10.0
202102,2906.25268,AL,RES,2247306.0,12.99,37752.2223132,1293.2162687235293,ESC,0.8175660767,718.89175877,0,1,158,2021,2,winter,2021-02-01,28,9,0.6785714285714286,46.186295311554616,0.0,12.0,1.0
202101,3164.80449,AL,RES,2284207.0,12.38,39180.279586200006,1385.515625335182,ESC,5.6223695632,736.64273807,0,1,157,2021,1,winter,2021-01-01,31,12,0.6129032258064516,44.69405243016716,0.0,2.0,0.0
202012,2992.76542,AL,RES,2326166.0,11.39,34087.598133800006,1286.5657137108874,ESC,1.1250235839,726.74005869,0,1,156,2020,12,winter,2020-12-01,31,9,0.7096774193548387,41.5021197971254,0.0,0.0,3.0
202011,2056.87325,AL,RES,2324212.0,12.99,26718.7835175,884.9766071253397,ESC,12.530245465,343.66145505,0,1,155,2020,11,fall,2020-11-01,30,11,0.6333333333333333,29.499220237511324,0.0,3.0,2.0
202010,2150.98005,AL,RES,2326554.0,13.17,28328.407258500003,924.5347625715973,ESC,66.449030769,156.04066222,0,1,154,2020,10,fall,2020-10-01,31,10,0.6774193548387097,29.823702018438624,0.0,0.0,6.0
202009,2876.36566,AL,RES,2325509.0,13.18,37910.4993988,1236.875737741716,ESC,209.28122605,20.076364462,0,1,153,2020,9,fall,2020-09-01,30,9,0.7,41.2291912580572,0.0,0.0,3.0
202008,3568.6379,AL,RES,2322835.0,12.75,45500.133225000005,1536.328624288854,ESC,386.52059753,0.0,0,1,152,2020,8,summer,2020-08-01,31,10,0.6774193548387097,49.55898788028561,0.0,0.0,11.0
202007,3587.72858,AL,RES,2319406.0,12.68,45492.3983944,1546.8307747759557,ESC,461.43269551,0.0,0,1,151,2020,7,summer,2020-07-01,31,9,0.7096774193548387,49.89776692825664,3.0,0.0,9.0
202006,2912.11315,AL,RES,2314926.0,12.92,37624.501898,1257.9724578669038,ESC,296.32450613,2.7012712184,0,1,150,2020,6,summer,2020-06-01,30,8,0.7333333333333334,41.93241526223013,0.0,0.0,13.0
202005,2295.16194,AL,RES,2298770.0,12.68,29102.6533992,998.4304388868829,ESC,106.56407013,86.197964013,0,1,149,2020,5,spring,2020-05-01,31,11,0.6451612903225806,32.207433512480094,0.0,0.0,6.0
202004,1975.84717,AL,RES,2303199.0,12.87,25429.1530779,857.8708005691215,ESC,20.730875733,247.90326238,0,1,148,2020,4,spring,2020-04-01,30,8,0.7333333333333334,28.59569335230405,0.0,1.0,14.0
202003,2203.34259,AL,RES,2300240.0,12.76,28114.651448400004,957.875086947449,ESC,55.873847126,293.3751922,0,1,147,2020,3,spring,2020-03-01,31,9,0.7096774193548387,30.899196353143516,0.0,0.0,7.0
202002,2505.68602,AL,RES,2292648.0,12.39,31045.449787800004,1092.9222540922112,ESC,4.462347603,553.97034947,0,1,146,2020,2,winter,2020-02-01,29,10,0.6551724137931034,37.68697427904176,0.0,3.0,5.0
202001,2707.11531,AL,RES,2292782.0,12.38,33514.087537800006,1180.71203891168,ESC,13.019273768,634.53500698,0,1,145,2020,1,winter,2020-01-01,31,10,0.6774193548387097,38.08748512618323,0.0,0.0,7.0
201912,2581.19517,AL,RES,2249368.0,11.19,28883.573952299997,1147.5201790013907,ESC,5.4825221091,573.02970244,0,1,144,2019,12,winter,2019-12-01,31,10,0.6774193548387097,37.016779967786796,0.0,1.0,5.0
201911,2290.52849,AL,RES,2257117.0,12.47,28562.890270300002,1014.8027284363194,ESC,0.82068687509,573.15622854,0,1,143,2019,11,fall,2019-11-01,30,11,0.6333333333333333,33.82675761454398,0.0,5.0,3.0
201910,2410.15949,AL,RES,2257942.0,12.86,30994.6510414,1067.414260419444,ESC,80.306934303,128.24422204,0,1,142,2019,10,fall,2019-10-01,31,9,0.7096774193548387,34.43271807804658,0.0,0.0,6.0
201909,3335.75365,AL,RES,2254070.0,12.61,42063.8535265,1479.8802388568233,ESC,382.01997498,1.3970457843,0,1,141,2019,9,fall,2019-09-01,30,10,0.6666666666666667,49.329341295227444,0.0,0.0,5.0
201908,3457.05464,AL,RES,2255057.0,12.81,44284.8699384,1533.0231741370617,ESC,408.24154092,0.0,0,1,140,2019,8,summer,2019-08-01,31,9,0.7096774193548387,49.45236045603425,3.0,0.0,14.0
201907,3410.34467,AL,RES,2253450.0,12.83,43754.7221161,1513.3882136279926,ESC,428.47032814,0.0,0,1,139,2019,7,summer,2019-07-01,31,9,0.7096774193548387,48.818974633161055,2.0,0.0,10.0
201906,2946.16891,AL,RES,2250283.0,12.66,37298.4984006,1309.2437306774304,ESC,299.98696987,3.1654672438,0,1,138,2019,6,summer,2019-06-01,30,10,0.6666666666666667,43.64145768924768,1.0,0.0,13.0
201905,2462.52622,AL,RES,2248206.0,12.81,31544.960878200003,1095.3294404516312,ESC,220.3461355,24.06422116,0,1,137,2019,5,spring,2019-05-01,31,9,0.7096774193548387,35.33320775650423,0.0,0.0,5.0
201904,1930.12248,AL,RES,2244993.0,13.26,25593.4240848,859.7454335046924,ESC,31.243866185,165.59501152,0,1,136,2019,4,spring,2019-04-01,30,8,0.7333333333333334,28.65818111682308,0.0,1.0,9.0
201903,2268.11503,AL,RES,2243425.0,12.58,28532.8870774,1011.0055072043862,ESC,9.8557850874,505.3562271,0,1,135,2019,3,spring,2019-03-01,31,10,0.6774193548387097,32.61308087756085,0.0,2.0,5.0
201902,2321.72005,AL,RES,2239922.0,12.62,29300.107030999996,1036.5182582250632,ESC,13.913575919,459.20816758,0,1,134,2019,2,winter,2019-02-01,28,9,0.6785714285714286,37.01850922232369,0.0,0.0,5.0
201901,3001.95721,AL,RES,2239273.0,11.76,35303.0167896,1340.5945635034227,ESC,4.9354596331,748.01039926,0,1,133,2019,1,winter,2019-01-01,31,10,0.6774193548387097,43.24498591946525,0.0,4.0,5.0
201812,2811.82645,AL,RES,2236957.0,11.55,32476.595497500002,1256.9872599249784,ESC,2.36793032,633.67493342,0,1,132,2018,12,winter,2018-12-01,31,11,0.6451612903225806,40.547976126612205,0.0,1.0,5.0
201811,2334.69273,AL,RES,2235429.0,12.07,28179.741251100004,1044.4047786800654,ESC,0.97850671368,565.70088907,0,1,131,2018,11,fall,2018-11-01,30,10,0.6666666666666667,34.813492622668846,0.0,0.0,6.0
201810,2372.4922,AL,RES,2235087.0,12.33,29252.828826,1061.4764436462651,ESC,77.079543898,138.1930629,0,1,130,2018,10,fall,2018-10-01,31,9,0.7096774193548387,34.24117560149242,0.0,0.0,2.0
201809,3147.04027,AL,RES,2233191.0,12.38,38960.3585426,1409.212319949346,ESC,337.88762633,2.5670961222,0,1,129,2018,9,fall,2018-09-01,30,11,0.6333333333333333,46.973743998311534,0.0,0.0,2.0
201808,3336.53819,AL,RES,2234413.0,12.32,41106.1505008,1493.2504375869635,ESC,391.60897801,0.0,0,1,128,2018,8,summer,2018-08-01,31,8,0.7419354838709677,48.169368954418175,0.0,0.0,10.0
201807,3439.69756,AL,RES,2228355.0,12.19,41929.913256399996,1543.6039410237597,ESC,430.2628809,0.0,0,1,127,2018,7,summer,2018-07-01,31,10,0.6774193548387097,49.793675516895476,2.0,0.0,2.0
201806,3101.89789,AL,RES,2229405.0,12.32,38215.382004800005,1391.3568373624353,ESC,376.20064865,0.0,0,1,126,2018,6,summer,2018-06-01,30,9,0.7,46.37856124541451,0.0,0.0,20.0
201805,2399.39773,AL,RES,2227104.0,12.41,29776.5258293,1077.3622291549923,ESC,267.61158073,13.067645512,0,1,125,2018,5,spring,2018-05-01,31,9,0.7096774193548387,34.753620295322335,0.0,0.0,4.0
201804,1910.16468,AL,RES,2225620.0,12.7,24259.091436,858.2618236716061,ESC,7.3164026598,311.81157505,0,1,124,2018,4,spring,2018-04-01,30,9,0.7,28.608727455720203,0.0,1.0,8.0
201803,2120.64768,AL,RES,2223343.0,12.56,26635.3348608,953.8104017238905,ESC,14.532908763,474.29366787,0,1,123,2018,3,spring,2018-03-01,31,9,0.7096774193548387,30.768077474964212,0.0,9.0,3.0
201802,2350.60021,AL,RES,2220416.0,12.2,28677.322561999998,1058.630549410561,ESC,21.728064074,410.37311604,0,1,122,2018,2,winter,2018-02-01,28,9,0.6785714285714286,37.808233907520034,0.0,0.0,6.0
201801,3755.38444,AL,RES,2224324.0,11.51,43224.4749044,1688.3261790998074,ESC,0.6683598694,928.7840509,0,1,121,2018,1,winter,2018-01-01,31,10,0.6774193548387097,54.462134809671205,0.0,8.0,0.0
201712,2765.35449,AL,RES,2217194.0,11.77,32548.2223473,1247.2316315126236,ESC,1.3939256916,729.02959241,0,1,120,2017,12,winter,2017-12-01,31,11,0.6451612903225806,40.23327843589109,0.0,5.0,2.0
201711,2072.31862,AL,RES,2220193.0,12.48,25862.5363776,933.39570929194,ESC,6.2036561994,407.24005921,0,1,119,2017,11,fall,2017-11-01,30,10,0.6666666666666667,31.113190309731333,0.0,1.0,1.0
201710,2276.20165,AL,RES,2220220.0,12.66,28816.712889,1025.214460729117,ESC,65.909980069,145.70654372,0,1,118,2017,10,fall,2017-10-01,31,10,0.6774193548387097,33.071434217068294,0.0,1.0,4.0
201709,2640.00233,AL,RES,2210177.0,12.97,34240.8302201,1194.475523906004,ESC,194.17040903,23.920270338,0,1,117,2017,9,fall,2017-09-01,30,10,0.6666666666666667,39.8158507968668,0.0,0.0,8.0
201708,3252.86706,AL,RES,2220714.0,12.71,41343.9403326,1464.7843261221392,ESC,340.72505867,0.70169681458,0,1,116,2017,8,summer,2017-08-01,31,8,0.7419354838709677,47.25110729426255,0.0,0.0,3.0
201707,3394.75856,AL,RES,2218066.0,12.46,42298.69165760001,1530.5038533569334,ESC,429.74761501,0.0,0,1,115,2017,7,summer,2017-07-01,31,11,0.6451612903225806,49.371092043772045,0.0,0.0,9.0
201706,2699.71162,AL,RES,2217051.0,12.74,34394.3260388,1217.7038868298473,ESC,272.40159426,3.3983975092,0,1,114,2017,6,summer,2017-06-01,30,8,0.7333333333333334,40.59012956099491,0.0,0.0,7.0
201705,2241.51243,AL,RES,2213920.0,12.68,28422.377612400003,1012.4631558502566,ESC,135.04250473,56.857015958,0,1,113,2017,5,spring,2017-05-01,31,9,0.7096774193548387,32.66010180162118,0.0,0.0,10.0
201704,2025.00728,AL,RES,2205085.0,12.64,25596.0920192,918.3352478475887,ESC,74.24350735,93.681651707,0,1,112,2017,4,spring,2017-04-01,30,10,0.6666666666666667,30.611174928252957,0.0,0.0,11.0
201703,2107.49375,AL,RES,2211290.0,12.75,26870.545312500002,953.0607699578075,ESC,27.526995798,387.20447247,0,1,111,2017,3,spring,2017-03-01,31,8,0.7419354838709677,30.743895805090563,0.0,2.0,4.0
201702,2039.94307,AL,RES,2203859.0,12.84,26192.8690188,925.6232227197838,ESC,17.703921482,408.68660037,0,1,110,2017,2,winter,2017-02-01,28,9,0.6785714285714286,33.05797223999228,0.0,28.0,2.0
201701,2665.87419,AL,RES,2205307.0,12.04,32097.125247599997,1208.8449317940767,ESC,20.070570286,578.97261233,0,1,109,2017,1,winter,2017-01-01,31,11,0.6451612903225806,38.99499779980893,0.0,2.0,5.0
201612,2579.36649,AL,RES,2209160.0,11.96,30849.2232204,1167.5779436527912,ESC,3.8821375988,671.91946924,0,1,108,2016,12,winter,2016-12-01,31,10,0.6774193548387097,37.66380463396101,0.0,0.0,1.0
201611,1962.16126,AL,RES,2205997.0,12.24,24016.8538224,889.4668759748994,ESC,11.888126101,339.20815524,0,1,107,2016,11,fall,2016-11-01,30,10,0.6666666666666667,29.648895865829978,0.0,1.0,4.0
201610,2266.05353,AL,RES,2206324.0,12.51,28348.3296603,1027.0719667646274,ESC,113.3890788,89.045966744,0,1,106,2016,10,fall,2016-10-01,31,11,0.6451612903225806,33.13135376660088,0.0,0.0,0.0
201609,3172.9021,AL,RES,2205958.0,12.22,38772.863661999996,1438.3329601016883,ESC,320.75853932,5.0370288708,0,1,105,2016,9,fall,2016-09-01,30,9,0.7,47.94443200338961,0.0,0.0,2.0
201608,3568.47085,AL,RES,2206594.0,12.17,43428.2902445,1617.1850598705516,ESC,460.0103277,0.0,0,1,104,2016,8,summer,2016-08-01,31,8,0.7419354838709677,52.167259995824246,2.0,0.0,5.0
201607,3647.88915,AL,RES,2198694.0,12.03,43884.1064745,1659.116343611253,ESC,472.86393125,0.0,0,1,103,2016,7,summer,2016-07-01,31,11,0.6451612903225806,53.5198820519759,0.0,0.0,18.0
201606,3001.25002,AL,RES,2201779.0,12.11,36345.1377422,1363.1023004579479,ESC,371.02913931,0.23430055284,0,1,102,2016,6,summer,2016-06-01,30,8,0.7333333333333334,45.43674334859826,2.0,0.0,13.0
201605,2201.0326,AL,RES,2198946.0,12.05,26522.44283,1000.9489091592063,ESC,124.30778736,71.280849151,0,1,101,2016,5,spring,2016-05-01,31,10,0.6774193548387097,32.28867448900665,0.0,0.0,4.0
201604,1846.84914,AL,RES,2195954.0,12.37,22845.5238618,841.0236006765169,ESC,37.186591561,162.22557931,0,1,100,2016,4,spring,2016-04-01,30,9,0.7,28.034120022550564,0.0,0.0,6.0
201603,2087.12242,AL,RES,2195386.0,12.07,25191.5676094,950.6858566101816,ESC,36.059352676,324.01296817,0,1,99,2016,3,spring,2016-03-01,31,8,0.7419354838709677,30.667285697102635,0.0,0.0,10.0
201602,2640.05827,AL,RES,2193099.0,11.45,30228.667191499997,1203.8025962348256,ESC,3.4375040216,573.48770536,0,1,98,2016,2,winter,2016-02-01,29,9,0.6896551724137931,41.510434352925024,0.0,2.0,6.0
201601,3082.39016,AL,RES,2188996.0,11.0,33906.29176,1408.1296448234716,ESC,2.134209056,857.14690796,0,1,97,2016,1,winter,2016-01-01,31,12,0.6129032258064516,45.42353692978941,0.0,0.0,2.0
201512,2275.02057,AL,RES,2190067.0,11.16,25389.2295612,1038.7903977366902,ESC,23.680501901,401.62188391,0,1,96,2015,12,winter,2015-12-01,31,9,0.7096774193548387,33.50936766892549,0.0,0.0,4.0
201511,1962.75419,AL,RES,2187238.0,11.39,22355.7702241,897.3665371578219,ESC,16.052078881,313.10531841,0,1,95,2015,11,fall,2015-11-01,30,11,0.6333333333333333,29.91221790526073,0.0,1.0,3.0
201510,2040.50984,AL,RES,2187188.0,11.92,24322.8772928,932.9375618373912,ESC,58.755508298,164.41570192,0,1,94,2015,10,fall,2015-10-01,31,10,0.6774193548387097,30.094760059270683,0.0,0.0,2.0
201509,2730.06018,AL,RES,2187050.0,12.22,33361.3353996,1248.2843007704441,ESC,235.07987184,13.182737185,0,1,93,2015,9,fall,2015-09-01,30,9,0.7,41.60947669234814,0.0,0.0,4.0
201508,3412.66712,AL,RES,2186331.0,11.97,40849.6254264,1560.9105483113033,ESC,339.32431584,1.1731246849,0,1,92,2015,8,summer,2015-08-01,31,10,0.6774193548387097,50.35195317133236,1.0,0.0,8.0
201507,3568.23681,AL,RES,2185217.0,11.83,42212.2414623,1632.8981561098967,ESC,442.39241249,0.0,0,1,91,2015,7,summer,2015-07-01,31,9,0.7096774193548387,52.674134068061186,1.0,0.0,15.0
201506,2984.81702,AL,RES,2182814.0,11.94,35638.7152188,1367.4170222474293,ESC,352.51724439,0.70408825522,0,1,90,2015,6,summer,2015-06-01,30,8,0.7333333333333334,45.58056740824764,1.0,0.0,14.0
201505,2239.72635,AL,RES,2180751.0,12.12,27145.483361999995,1027.0435964491132,ESC,174.79189574,37.069000569,0,1,89,2015,5,spring,2015-05-01,31,11,0.6451612903225806,33.13043859513269,0.0,0.0,5.0
201504,1866.59674,AL,RES,2179433.0,12.22,22809.8121628,856.4597948181936,ESC,52.139942201,146.58626879,0,1,88,2015,4,spring,2015-04-01,30,8,0.7333333333333334,28.54865982727312,0.0,0.0,9.0
201503,2480.85645,AL,RES,2179760.0,11.7,29026.020465,1138.132844900356,ESC,20.598187086,444.81208221,0,1,87,2015,3,spring,2015-03-01,31,9,0.7096774193548387,36.713962738721165,0.0,2.0,0.0
201502,3096.88735,AL,RES,2170831.0,11.16,34561.262826,1426.5907157213067,ESC,0.0,863.85644864,0,1,86,2015,2,winter,2015-02-01,28,9,0.6785714285714286,50.949668418618096,0.0,7.0,1.0
201501,3250.39739,AL,RES,2174689.0,10.92,35494.3394988,1494.6492992791152,ESC,2.5566871891,835.54551454,0,1,85,2015,1,winter,2015-01-01,31,11,0.6451612903225806,48.214493525132745,0.0,5.0,5.0
201412,2678.24756,AL,RES,2182490.0,11.04,29567.853062399994,1227.1522710298786,ESC,3.8059436636,627.12033239,0,1,84,2014,12,winter,2014-12-01,31,9,0.7096774193548387,39.58555712999608,0.0,0.0,3.0
201411,2378.4018,AL,RES,2178820.0,11.09,26376.475962,1091.6008665240818,ESC,0.41629984449,625.67599837,0,1,83,2014,11,fall,2014-11-01,30,12,0.6,36.38669555080273,0.0,1.0,4.0
201410,2134.63476,AL,RES,2178848.0,11.74,25060.6120824,979.7079741221049,ESC,60.675852353,161.80472771,0,1,82,2014,10,fall,2014-10-01,31,9,0.7096774193548387,31.603483036196934,0.0,0.0,5.0
201409,2966.90711,AL,RES,2177341.0,11.84,35128.1801824,1362.628596071998,ESC,236.45389233,17.185992896,0,1,81,2014,9,fall,2014-09-01,30,9,0.7,45.42095320239993,0.0,0.0,1.0
201408,3323.20155,AL,RES,2177666.0,11.75,39047.618212500005,1526.0382216556625,ESC,375.4033654,0.0,0,1,80,2014,8,summer,2014-08-01,31,10,0.6774193548387097,49.22703940824718,0.0,0.0,7.0
201407,3221.72756,AL,RES,2174192.0,11.84,38145.2543104,1481.804532442397,ESC,307.32309511,0.70481380365,0,1,79,2014,7,summer,2014-07-01,31,9,0.7096774193548387,47.80014620781926,0.0,0.0,3.0
201406,2865.26113,AL,RES,2168404.0,11.82,33867.3865566,1321.3686794527218,ESC,329.10443053,0.7048665702,0,1,78,2014,6,summer,2014-06-01,30,9,0.7,44.045622648424064,0.0,0.0,21.0
201405,2213.04802,AL,RES,2160721.0,11.79,26091.8361558,1024.217388547619,ESC,147.32564076,48.678306305,0,1,77,2014,5,spring,2014-05-01,31,10,0.6774193548387097,33.039270598310296,0.0,0.0,5.0
201404,1940.81213,AL,RES,2160064.0,11.75,22804.5425275,898.4975121107523,ESC,26.143014179,181.5892853,0,1,76,2014,4,spring,2014-04-01,30,8,0.7333333333333334,29.94991707035841,0.0,1.0,7.0
201403,2437.1901,AL,RES,2161157.0,11.58,28222.661357999998,1127.7246863601301,ESC,4.5868916227,564.936962,0,1,75,2014,3,spring,2014-03-01,31,10,0.6774193548387097,36.37821568903646,0.0,1.0,1.0
201402,2984.36977,AL,RES,2159674.0,11.21,33454.7851217,1381.8612299819324,ESC,1.4104725685,690.26598938,0,1,74,2014,2,winter,2014-02-01,28,9,0.6785714285714286,49.352186785069016,0.0,6.0,4.0
201401,3785.7965,AL,RES,2158042.0,10.69,40470.164585,1754.2737815112032,ESC,0.257796954,1014.8058786,0,1,73,2014,1,winter,2014-01-01,31,10,0.6774193548387097,56.58947682294204,0.0,10.0,2.0
201312,2944.2469,AL,RES,2166743.0,10.5,30914.59245,1358.8353118020918,ESC,1.6688027101,700.47476727,0,1,72,2013,12,winter,2013-12-01,31,10,0.6774193548387097,43.83339715490619,0.0,1.0,1.0
201311,2223.08137,AL,RES,2163789.0,10.74,23875.8939138,1027.4021034398456,ESC,1.4112299571,544.04445904,0,1,71,2013,11,fall,2013-11-01,30,11,0.6333333333333333,34.24673678132819,0.0,0.0,1.0
201310,2134.78161,AL,RES,2164606.0,11.79,25169.0751819,986.2217927881563,ESC,54.90328949,169.56174413,0,1,70,2013,10,fall,2013-10-01,31,9,0.7096774193548387,31.813606218972787,0.0,1.0,1.0
201309,2875.25574,AL,RES,2164121.0,11.73,33726.7498302,1328.602116055433,ESC,235.13488803,15.553452984,0,1,69,2013,9,fall,2013-09-01,30,10,0.6666666666666667,44.28673720184777,0.0,0.0,2.0
201308,3182.49832,AL,RES,2161754.0,11.6,36916.980512,1472.1833844183936,ESC,342.17623613,0.0,0,1,68,2013,8,summer,2013-08-01,31,9,0.7096774193548387,47.489786594141734,0.0,0.0,3.0
201307,3122.78716,AL,RES,2160860.0,11.56,36099.4195696,1445.159408753922,ESC,338.47873412,0.0,0,1,67,2013,7,summer,2013-07-01,31,9,0.7096774193548387,46.6180454436749,1.0,0.0,11.0
201306,2889.5191,AL,RES,2152986.0,11.65,33662.897515000004,1342.098415874511,ESC,319.04166656,1.4119718025,0,1,66,2013,6,summer,2013-06-01,30,10,0.6666666666666667,44.7366138624837,1.0,0.0,13.0
201305,2138.12616,AL,RES,2157622.0,11.42,24417.400747199998,990.9642004021092,ESC,112.77948606,69.781530055,0,1,65,2013,5,spring,2013-05-01,31,9,0.7096774193548387,31.966587109745458,0.0,0.0,2.0
201304,2013.73397,AL,RES,2157892.0,11.39,22936.4299183,933.1949745399677,ESC,20.19792237,215.98328598,0,1,64,2013,4,spring,2013-04-01,30,8,0.7333333333333334,31.106499151332255,0.0,0.0,7.0
201303,2532.39965,AL,RES,2150273.0,10.96,27755.100164,1177.7107604476269,ESC,2.3101967238,628.01362599,0,1,63,2013,3,spring,2013-03-01,31,10,0.6774193548387097,37.99066969185893,0.0,5.0,4.0
201302,2492.33116,AL,RES,2153781.0,10.91,27191.332955600003,1157.1887578170667,ESC,2.3105712365,623.54561881,0,1,62,2013,2,winter,2013-02-01,28,9,0.6785714285714286,41.3281699220381,0.0,1.0,4.0
201301,2829.89788,AL,RES,2152309.0,10.81,30591.1960828,1314.819517086069,ESC,9.1945118277,681.09210845,0,1,61,2013,1,winter,2013-01-01,31,10,0.6774193548387097,42.41353280922803,0.0,1.0,6.0
201212,2515.65989,AL,RES,2155222.0,10.96,27571.6323944,1167.2393331174237,ESC,6.4640882416,558.80913647,0,1,60,2012,12,winter,2012-12-01,31,11,0.6451612903225806,37.652881713465284,0.0,0.0,10.0
201211,2169.963,AL,RES,2155124.0,11.04,23956.39152,1006.885450674764,ESC,1.1558481934,527.45941919,0,1,59,2012,11,fall,2012-11-01,30,10,0.6666666666666667,33.562848355825466,0.0,1.0,0.0
201210,2021.90453,AL,RES,2154613.0,11.71,23676.502046300004,938.4072824214836,ESC,30.576551711,229.93223515,0,1,58,2012,10,fall,2012-10-01,31,9,0.7096774193548387,30.271202658757534,0.0,1.0,2.0
201209,2723.23871,AL,RES,2153901.0,11.76,32025.2872296,1264.3286344172736,ESC,188.73238745,26.325112769,0,1,57,2012,9,fall,2012-09-01,30,11,0.6333333333333333,42.14428781390912,0.0,0.0,4.0
201208,3274.56884,AL,RES,2155738.0,11.71,38345.2011164,1519.0013072089466,ESC,359.92037112,0.0,0,1,56,2012,8,summer,2012-08-01,31,8,0.7419354838709677,49.00004216803054,4.0,0.0,9.0
201207,3578.27317,AL,RES,2151766.0,11.58,41436.4033086,1662.9471652586758,ESC,496.50849291,0.0,0,1,55,2012,7,summer,2012-07-01,31,10,0.6774193548387097,53.64345694382825,12.0,0.0,23.0
201206,2948.33058,AL,RES,2151504.0,11.56,34082.7015048,1370.3579356580326,ESC,300.31520605,2.3399563381,0,1,54,2012,6,summer,2012-06-01,30,9,0.7,45.67859785526775,11.0,0.0,11.0
201205,2439.01049,AL,RES,2149845.0,11.14,27170.5768586,1134.5052736360062,ESC,224.3571132,21.668960992,0,1,53,2012,5,spring,2012-05-01,31,9,0.7096774193548387,36.59694431083891,1.0,0.0,9.0
201204,1925.57424,AL,RES,2148819.0,11.56,22259.6382144,896.1081598775886,ESC,45.553015618,150.91027471,0,1,52,2012,4,spring,2012-04-01,30,9,0.7,29.87027199591962,0.0,1.0,2.0
201203,2038.44828,AL,RES,2147869.0,11.48,23401.3862544,949.0561482101562,ESC,87.700032505,199.90835084,0,1,51,2012,3,spring,2012-03-01,31,9,0.7096774193548387,30.614714458392132,0.0,0.0,3.0
201202,2298.9103,AL,RES,2145282.0,11.21,25770.784463000004,1071.612170334716,ESC,6.6875857629,517.52064509,0,1,50,2012,2,winter,2012-02-01,29,9,0.6896551724137931,36.95214380464538,0.0,0.0,1.0
201201,2698.37899,AL,RES,2142021.0,10.91,29439.314780900004,1259.7350772938266,ESC,12.506918209,641.6372022,0,1,49,2012,1,winter,2012-01-01,31,11,0.6451612903225806,40.63661539657505,0.0,1.0,6.0
201112,2599.92837,AL,RES,2146969.0,10.87,28261.2213819,1210.9762041277727,ESC,2.3525007335,628.31427862,0,1,48,2011,12,winter,2011-12-01,31,11,0.6451612903225806,39.06374852025073,0.0,1.0,5.0
201111,2062.23689,AL,RES,2141315.0,11.15,22993.941323500003,963.0703049294476,ESC,5.5946401793,379.42140585,0,1,47,2011,11,fall,2011-11-01,30,10,0.6666666666666667,32.102343497648256,0.0,2.0,5.0
201110,2016.54214,AL,RES,2146171.0,11.73,23654.039302200003,939.5999386814937,ESC,25.54681235,238.41486541,0,1,46,2011,10,fall,2011-10-01,31,11,0.6451612903225806,30.309675441338506,0.0,3.0,2.0
201109,2760.7632,AL,RES,2147079.0,11.56,31914.422592,1285.822831856676,ESC,165.49082608,31.471437119,0,1,45,2011,9,fall,2011-09-01,30,9,0.7,42.8607610618892,1.0,0.0,4.0
201108,3770.5136,AL,RES,2148603.0,11.41,43021.560176000006,1754.867511587762,ESC,437.61961802,0.0,0,1,44,2011,8,summer,2011-08-01,31,8,0.7419354838709677,56.60862940605684,4.0,0.0,14.0
201107,3640.45298,AL,RES,2144773.0,11.34,41282.7367932,1697.3605038854928,ESC,488.73875543,0.0,0,1,43,2011,7,summer,2011-07-01,31,11,0.6451612903225806,54.75356464146751,5.0,0.0,8.0
201106,3318.46453,AL,RES,2145906.0,11.29,37465.4645437,1546.416539214672,ESC,388.88260199,0.70684165066,0,1,42,2011,6,summer,2011-06-01,30,8,0.7333333333333334,51.5472179738224,1.0,0.0,15.0
201105,2365.77021,AL,RES,2127634.0,11.25,26614.9148625,1111.9253640428758,ESC,130.09439038,63.45062029,0,1,41,2011,5,spring,2011-05-01,31,10,0.6774193548387097,35.86856013041535,1.0,0.0,6.0
201104,2038.14668,AL,RES,2142230.0,10.87,22154.6544116,951.4135643698389,ESC,55.404591273,130.87330571,0,1,40,2011,4,spring,2011-04-01,30,9,0.7,31.71378547899463,0.0,0.0,12.0
201103,2116.85058,AL,RES,2141464.0,10.92,23116.0083336,988.5062648730027,ESC,22.646272732,401.43741425,0,1,39,2011,3,spring,2011-03-01,31,8,0.7419354838709677,31.887298866871056,0.0,0.0,4.0
201102,2797.54589,AL,RES,2140346.0,10.56,29542.0845984,1307.0531073013428,ESC,2.9993209402,571.25097701,0,1,38,2011,2,winter,2011-02-01,28,9,0.6785714285714286,46.6804681179051,0.0,5.0,9.0
201101,3515.59991,AL,RES,2139032.0,10.28,36140.3670748,1643.5471325347166,ESC,1.5802567855,899.09518241,0,1,37,2011,1,winter,2011-01-01,31,11,0.6451612903225806,53.01764943660376,0.0,8.0,2.0
201012,3245.76249,AL,RES,2138447.0,10.34,33561.1841466,1517.8129221813774,ESC,0.0,923.47757603,0,1,36,2010,12,winter,2010-12-01,31,10,0.6774193548387097,48.961707167141206,0.0,8.0,1.0
